Purple Book Monthly Historical Data Changes Report - November 2025,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
Newly Approved Products (N)  / Products Added in Current Release (R) / Updated Products (U),,,,,,,,,,,,,,,,,,,,,,,,
,"Takeda Pharmaceuticals U.S.A., Inc.",101448,Hemofil M,Antihemophilic Factor (Human),351(a),1700IU,For Injection,Intravenous,Single-Dose Vial,Rx,Licensed,14-Mar-01, ,N/A,1062,Supplement,1898,3,CBER,,,,,
,"Takeda Pharmaceuticals U.S.A., Inc.",101448,Hemofil M,Antihemophilic Factor (Human),351(a),500IU,For Injection,Intravenous,Single-Dose Vial,Rx,Licensed,14-Mar-01, ,N/A,1062,Supplement,1898,4,CBER,,,,,
,"Takeda Pharmaceuticals U.S.A., Inc.",101452,"Buminate, Flexbumin",Albumin (Human),351(a),20G/100ML,Injection,Intravenous,Bottle,Rx,Licensed,3-Mar-54, ,N/A,0,Original,1898,1,CBER,,,,,
,"Takeda Pharmaceuticals U.S.A., Inc.",101452,"Buminate, Flexbumin",Albumin (Human),351(a),25G/100ML,Injection,Intravenous,Bottle,Rx,Licensed,3-Mar-54, ,N/A,0,Original,1898,2,CBER,,,,,
,"Takeda Pharmaceuticals U.S.A., Inc.",101452,"Buminate, Flexbumin",Albumin (Human),351(a),12.5G/50ML,Injection,Intravenous,Bottle,Rx,Licensed,3-Mar-54, ,N/A,0,Original,1898,3,CBER,,,,,
,"Takeda Pharmaceuticals U.S.A., Inc.",101452,"Buminate, Flexbumin",Albumin (Human),351(a),10G/50ML,Injection,Intravenous,Bottle,Rx,Licensed,3-Mar-54, ,N/A,0,Original,1898,4,CBER,,,,,
,"Takeda Pharmaceuticals U.S.A., Inc.",101452,"Buminate, Flexbumin",Albumin (Human),351(a),12.5G/250ML,Injection,Intravenous,Bottle,Rx,Licensed,3-Mar-54, ,N/A,0,Original,1898,5,CBER,,,,,
,"Greer Laboratories, Inc.",101834,,"Insects (Whole Body), Mite Dermatophagoides farinae",351(a),"10,000AU/ML",Injection,Percutaneous,Dropper Vial,Rx,Licensed,15-Sep-58, ,N/A,0,Original,308,1,CBER,,,,,
,"Greer Laboratories, Inc.",101834,,"Insects (Whole Body), Mite Dermatophagoides farinae",351(a),"5,000AU/ML",Injection,Intradermal,Multi-Dose Vial,Rx,Licensed,15-Sep-58, ,N/A,0,Original,308,2,CBER,,,,,
,"Greer Laboratories, Inc.",101834,,"Insects (Whole Body), Mite Dermatophagoides farinae",351(a),"5,000AU/ML",Injection,Subcutaneous,Multi-Dose Vial,Rx,Licensed,15-Sep-58, ,N/A,0,Original,308,3,CBER,,,,,
,"Greer Laboratories, Inc.",101834,,"Insects (Whole Body), Mite Dermatophagoides farinae",351(a),"10,000AU/ML",Injection,Intradermal,Multi-Dose Vial,Rx,Licensed,15-Sep-58, ,N/A,0,Original,308,4,CBER,,,,,
,"Greer Laboratories, Inc.",101834,,"Insects (Whole Body), Mite Dermatophagoides farinae",351(a),"10,000AU/ML",Injection,Subcutaneous,Multi-Dose Vial,Rx,Licensed,15-Sep-58, ,N/A,0,Original,308,5,CBER,,,,,
,"Greer Laboratories, Inc.",101834,,"Insects (Whole Body), Mite Dermatophagoides farinae",351(a),"30,000AU/ML",Injection,Intradermal,Multi-Dose Vial,Rx,Licensed,15-Sep-58, ,N/A,0,Original,308,6,CBER,,,,,
,"Greer Laboratories, Inc.",101834,,"Insects (Whole Body), Mite Dermatophagoides farinae",351(a),"30,000AU/ML",Injection,Subcutaneous,Multi-Dose Vial,Rx,Licensed,15-Sep-58, ,N/A,0,Original,308,7,CBER,,,,,
,"Greer Laboratories, Inc.",101835,,"Insects (Whole Body), Mite Dermatophagoides pteronyssinus",351(a),"10,000AU/ML",Injection,Percutaneous,Dropper Vial,Rx,Licensed,15-Sep-58, ,N/A,0,Original,308,1,CBER,,,,,
,"Greer Laboratories, Inc.",101835,,"Insects (Whole Body), Mite Dermatophagoides pteronyssinus",351(a),"5,000AU/ML",Injection,Intradermal,Multi-Dose Vial,Rx,Licensed,15-Sep-58, ,N/A,0,Original,308,2,CBER,,,,,
,"Greer Laboratories, Inc.",101835,,"Insects (Whole Body), Mite Dermatophagoides pteronyssinus",351(a),"5,000AU/ML",Injection,Subcutaneous,Multi-Dose Vial,Rx,Licensed,15-Sep-58, ,N/A,0,Original,308,3,CBER,,,,,
,"Greer Laboratories, Inc.",101835,,"Insects (Whole Body), Mite Dermatophagoides pteronyssinus",351(a),"10,000AU/ML",Injection,Intradermal,Multi-Dose Vial,Rx,Licensed,15-Sep-58, ,N/A,0,Original,308,4,CBER,,,,,
,"Greer Laboratories, Inc.",101835,,"Insects (Whole Body), Mite Dermatophagoides pteronyssinus",351(a),"10,000AU/ML",Injection,Subcutaneous,Multi-Dose Vial,Rx,Licensed,15-Sep-58, ,N/A,0,Original,308,5,CBER,,,,,
,"Greer Laboratories, Inc.",101835,,"Insects (Whole Body), Mite Dermatophagoides pteronyssinus",351(a),"30,000AU/ML",Injection,Intradermal,Multi-Dose Vial,Rx,Licensed,15-Sep-58, ,N/A,0,Original,308,6,CBER,,,,,
,"Greer Laboratories, Inc.",101835,,"Insects (Whole Body), Mite Dermatophagoides pteronyssinus",351(a),"30,000AU/ML",Injection,Subcutaneous,Multi-Dose Vial,Rx,Licensed,15-Sep-58, ,N/A,0,Original,308,7,CBER,,,,,
,"Greer Laboratories, Inc.",101836,,"Pollens - Grasses, Bermuda Grass Cynodon dactylon",351(a),"10,000BAU/ML",Injection,Percutaneous,Dropper Vial,Rx,Licensed,14-Jun-30, ,N/A,0,Original,308,1,CBER,,,,,
,"Greer Laboratories, Inc.",101836,,"Pollens - Grasses, Bermuda Grass Cynodon dactylon",351(a),"10,000BAU/ML",Injection,Intradermal,Multi-Dose Vial,Rx,Licensed,14-Jun-30, ,N/A,0,Original,308,2,CBER,,,,,
,"Greer Laboratories, Inc.",101836,,"Pollens - Grasses, Bermuda Grass Cynodon dactylon",351(a),"10,000BAU/ML",Injection,Subcutaneous,Multi-Dose Vial,Rx,Licensed,14-Jun-30, ,N/A,0,Original,308,3,CBER,,,,,
,"Greer Laboratories, Inc.",101836,,"Pollens - Grasses, Bermuda Grass Cynodon dactylon",351(a),"100,000BAU/ML",Injection,Percutaneous,Dropper Vial,Rx,Licensed,14-Jun-30, ,N/A,0,Original,308,4,CBER,,,,,
,"Greer Laboratories, Inc.",101836,,"Pollens - Grasses, Bermuda Grass Cynodon dactylon",351(a),"100,000BAU/ML",Injection,Intradermal,Multi-Dose Vial,Rx,Licensed,14-Jun-30, ,N/A,0,Original,308,5,CBER,,,,,
,"Greer Laboratories, Inc.",101836,,"Pollens - Grasses, Bermuda Grass Cynodon dactylon",351(a),"100,000BAU/ML",Injection,Subcutaneous,Multi-Dose Vial,Rx,Licensed,14-Jun-30, ,N/A,0,Original,308,6,CBER,,,,,
,"Greer Laboratories, Inc.",101837,,"Pollens - Grasses, Bluegrass, Kentucky (June) Poa pratensis",351(a),"10,000BAU/ML",Injection,Percutaneous,Dropper Vial,Rx,Licensed,14-Jun-30, ,N/A,0,Original,308,1,CBER,,,,,
,"Greer Laboratories, Inc.",101837,,"Pollens - Grasses, Bluegrass, Kentucky (June) Poa pratensis",351(a),"10,000BAU/ML",Injection,Intradermal,Multi-Dose Vial,Rx,Licensed,14-Jun-30, ,N/A,0,Original,308,2,CBER,,,,,
,"Greer Laboratories, Inc.",101837,,"Pollens - Grasses, Bluegrass, Kentucky (June) Poa pratensis",351(a),"10,000BAU/ML",Injection,Subcutaneous,Multi-Dose Vial,Rx,Licensed,14-Jun-30, ,N/A,0,Original,308,3,CBER,,,,,
,"Greer Laboratories, Inc.",101838,,"Pollens - Grasses, Fescue, Meadow Festuca elatior",351(a),"10,000BAU/ML",Injection,Percutaneous,Dropper Vial,Rx,Licensed,14-Jun-30, ,N/A,0,Original,308,1,CBER,,,,,
,"Greer Laboratories, Inc.",101838,,"Pollens - Grasses, Fescue, Meadow Festuca elatior",351(a),"10,000BAU/ML",Injection,Intradermal,Multi-Dose Vial,Rx,Licensed,14-Jun-30, ,N/A,0,Original,308,2,CBER,,,,,
,"Greer Laboratories, Inc.",101838,,"Pollens - Grasses, Fescue, Meadow Festuca elatior",351(a),"10,000BAU/ML",Injection,Subcutaneous,Multi-Dose Vial,Rx,Licensed,14-Jun-30, ,N/A,0,Original,308,3,CBER,,,,,
,"Greer Laboratories, Inc.",101838,,"Pollens - Grasses, Fescue, Meadow Festuca elatior",351(a),"100,000BAU/ML",Injection,Percutaneous,Dropper Vial,Rx,Licensed,14-Jun-30, ,N/A,0,Original,308,4,CBER,,,,,
,"Greer Laboratories, Inc.",101838,,"Pollens - Grasses, Fescue, Meadow Festuca elatior",351(a),"100,000BAU/ML",Injection,Intradermal,Multi-Dose Vial,Rx,Licensed,14-Jun-30, ,N/A,0,Original,308,5,CBER,,,,,
,"Greer Laboratories, Inc.",101838,,"Pollens - Grasses, Fescue, Meadow Festuca elatior",351(a),"100,000BAU/ML",Injection,Subcutaneous,Multi-Dose Vial,Rx,Licensed,14-Jun-30, ,N/A,0,Original,308,6,CBER,,,,,
,"Greer Laboratories, Inc.",101839,,"Pollens - Grasses, Orchard Grass Dactylis glomerata",351(a),"10,000BAU/ML",Injection,Percutaneous,Dropper Vial,Rx,Licensed,14-Jun-30, ,N/A,0,Original,308,1,CBER,,,,,
,"Greer Laboratories, Inc.",101839,,"Pollens - Grasses, Orchard Grass Dactylis glomerata",351(a),"10,000BAU/ML",Injection,Intradermal,Multi-Dose Vial,Rx,Licensed,14-Jun-30, ,N/A,0,Original,308,2,CBER,,,,,
,"Greer Laboratories, Inc.",101839,,"Pollens - Grasses, Orchard Grass Dactylis glomerata",351(a),"10,000BAU/ML",Injection,Subcutaneous,Multi-Dose Vial,Rx,Licensed,14-Jun-30, ,N/A,0,Original,308,3,CBER,,,,,
,"Greer Laboratories, Inc.",101839,,"Pollens - Grasses, Orchard Grass Dactylis glomerata",351(a),"100,000BAU/ML",Injection,Percutaneous,Dropper Vial,Rx,Licensed,14-Jun-30, ,N/A,0,Original,308,4,CBER,,,,,
,"Greer Laboratories, Inc.",101839,,"Pollens - Grasses, Orchard Grass Dactylis glomerata",351(a),"100,000BAU/ML",Injection,Intradermal,Multi-Dose Vial,Rx,Licensed,14-Jun-30, ,N/A,0,Original,308,5,CBER,,,,,
,"Greer Laboratories, Inc.",101839,,"Pollens - Grasses, Orchard Grass Dactylis glomerata",351(a),"100,000BAU/ML",Injection,Subcutaneous,Multi-Dose Vial,Rx,Licensed,14-Jun-30, ,N/A,0,Original,308,6,CBER,,,,,
,"Greer Laboratories, Inc.",101840,,"Pollens - Grasses, Redtop Agrostis alba",351(a),"10,000BAU/ML",Injection,Percutaneous,Dropper Vial,Rx,Licensed,14-Jun-30, ,N/A,0,Original,308,1,CBER,,,,,
,"Greer Laboratories, Inc.",101840,,"Pollens - Grasses, Redtop Agrostis alba",351(a),"10,000BAU/ML",Injection,Intradermal,Multi-Dose Vial,Rx,Licensed,14-Jun-30, ,N/A,0,Original,308,2,CBER,,,,,
,"Greer Laboratories, Inc.",101840,,"Pollens - Grasses, Redtop Agrostis alba",351(a),"10,000BAU/ML",Injection,Subcutaneous,Multi-Dose Vial,Rx,Licensed,14-Jun-30, ,N/A,0,Original,308,3,CBER,,,,,
,"Greer Laboratories, Inc.",101840,,"Pollens - Grasses, Redtop Agrostis alba",351(a),"100,000BAU/ML",Injection,Percutaneous,Dropper Vial,Rx,Licensed,14-Jun-30, ,N/A,0,Original,308,4,CBER,,,,,
,"Greer Laboratories, Inc.",101840,,"Pollens - Grasses, Redtop Agrostis alba",351(a),"100,000BAU/ML",Injection,Intradermal,Multi-Dose Vial,Rx,Licensed,14-Jun-30, ,N/A,0,Original,308,5,CBER,,,,,
,"Greer Laboratories, Inc.",101840,,"Pollens - Grasses, Redtop Agrostis alba",351(a),"100,000BAU/ML",Injection,Subcutaneous,Multi-Dose Vial,Rx,Licensed,14-Jun-30, ,N/A,0,Original,308,6,CBER,,,,,
,"Greer Laboratories, Inc.",101841,,"Pollens - Grasses, Ryegrass, Perennial Lolium perenne",351(a),"10,000BAU/ML",Injection,Percutaneous,Dropper Vial,Rx,Licensed,14-Jun-30, ,N/A,0,Original,308,1,CBER,,,,,
,"Greer Laboratories, Inc.",101841,,"Pollens - Grasses, Ryegrass, Perennial Lolium perenne",351(a),"10,000BAU/ML",Injection,Intradermal,Multi-Dose Vial,Rx,Licensed,14-Jun-30, ,N/A,0,Original,308,2,CBER,,,,,
,"Greer Laboratories, Inc.",101841,,"Pollens - Grasses, Ryegrass, Perennial Lolium perenne",351(a),"10,000BAU/ML",Injection,Subcutaneous,Multi-Dose Vial,Rx,Licensed,14-Jun-30, ,N/A,0,Original,308,3,CBER,,,,,
,"Greer Laboratories, Inc.",101841,,"Pollens - Grasses, Ryegrass, Perennial Lolium perenne",351(a),"100,000BAU/ML",Injection,Percutaneous,Dropper Vial,Rx,Licensed,14-Jun-30, ,N/A,0,Original,308,4,CBER,,,,,
,"Greer Laboratories, Inc.",101841,,"Pollens - Grasses, Ryegrass, Perennial Lolium perenne",351(a),"100,000BAU/ML",Injection,Intradermal,Multi-Dose Vial,Rx,Licensed,14-Jun-30, ,N/A,0,Original,308,5,CBER,,,,,
,"Greer Laboratories, Inc.",101841,,"Pollens - Grasses, Ryegrass, Perennial Lolium perenne",351(a),"100,000BAU/ML",Injection,Subcutaneous,Multi-Dose Vial,Rx,Licensed,14-Jun-30, ,N/A,0,Original,308,6,CBER,,,,,
,"Greer Laboratories, Inc.",101842,,"Pollens - Grasses, Sweet Vernal Grass Anthoxanthum odoratum",351(a),"10,000BAU/ML",Injection,Percutaneous,Dropper Vial,Rx,Licensed,14-Jun-30, ,N/A,0,Original,308,1,CBER,,,,,
,"Greer Laboratories, Inc.",101842,,"Pollens - Grasses, Sweet Vernal Grass Anthoxanthum odoratum",351(a),"10,000BAU/ML",Injection,Intradermal,Multi-Dose Vial,Rx,Licensed,14-Jun-30, ,N/A,0,Original,308,2,CBER,,,,,
,"Greer Laboratories, Inc.",101842,,"Pollens - Grasses, Sweet Vernal Grass Anthoxanthum odoratum",351(a),"10,000BAU/ML",Injection,Subcutaneous,Multi-Dose Vial,Rx,Licensed,14-Jun-30, ,N/A,0,Original,308,3,CBER,,,,,
,"Greer Laboratories, Inc.",101842,,"Pollens - Grasses, Sweet Vernal Grass Anthoxanthum odoratum",351(a),"100,000BAU/ML",Injection,Percutaneous,Dropper Vial,Rx,Licensed,14-Jun-30, ,N/A,0,Original,308,4,CBER,,,,,
,"Greer Laboratories, Inc.",101842,,"Pollens - Grasses, Sweet Vernal Grass Anthoxanthum odoratum",351(a),"100,000BAU/ML",Injection,Intradermal,Multi-Dose Vial,Rx,Licensed,14-Jun-30, ,N/A,0,Original,308,5,CBER,,,,,
,"Greer Laboratories, Inc.",101842,,"Pollens - Grasses, Sweet Vernal Grass Anthoxanthum odoratum",351(a),"100,000BAU/ML",Injection,Subcutaneous,Multi-Dose Vial,Rx,Licensed,14-Jun-30, ,N/A,0,Original,308,6,CBER,,,,,
,"Greer Laboratories, Inc.",101843,,"Pollens - Grasses, Timothy Phleum pratense",351(a),"10,000BAU/ML",Injection,Percutaneous,Dropper Vial,Rx,Licensed,14-Jun-30, ,N/A,0,Original,308,1,CBER,,,,,
,"Greer Laboratories, Inc.",101843,,"Pollens - Grasses, Timothy Phleum pratense",351(a),"10,000BAU/ML",Injection,Intradermal,Multi-Dose Vial,Rx,Licensed,14-Jun-30, ,N/A,0,Original,308,2,CBER,,,,,
,"Greer Laboratories, Inc.",101843,,"Pollens - Grasses, Timothy Phleum pratense",351(a),"10,000BAU/ML",Injection,Subcutaneous,Multi-Dose Vial,Rx,Licensed,14-Jun-30, ,N/A,0,Original,308,3,CBER,,,,,
,"Greer Laboratories, Inc.",101843,,"Pollens - Grasses, Timothy Phleum pratense",351(a),"100,000BAU/ML",Injection,Percutaneous,Dropper Vial,Rx,Licensed,14-Jun-30, ,N/A,0,Original,308,4,CBER,,,,,
,"Greer Laboratories, Inc.",101843,,"Pollens - Grasses, Timothy Phleum pratense",351(a),"100,000BAU/ML",Injection,Intradermal,Multi-Dose Vial,Rx,Licensed,14-Jun-30, ,N/A,0,Original,308,5,CBER,,,,,
,"Greer Laboratories, Inc.",101843,,"Pollens - Grasses, Timothy Phleum pratense",351(a),"100,000BAU/ML",Injection,Subcutaneous,Multi-Dose Vial,Rx,Licensed,14-Jun-30, ,N/A,0,Original,308,6,CBER,,,,,
,"Greer Laboratories, Inc.",101844,,"Pollens - Weeds and Garden Plants, Ragweed, Short Ambrosia artemisiifolia",351(a),1:20W/V,Injection,Percutaneous,Dropper Vial,Rx,Licensed,14-Jun-30, ,N/A,0,Original,308,1,CBER,,,,,
,"Greer Laboratories, Inc.",101844,,"Pollens - Weeds and Garden Plants, Ragweed, Short Ambrosia artemisiifolia",351(a),1:20W/V,Injection,Intradermal,Multi-Dose Vial,Rx,Licensed,14-Jun-30, ,N/A,0,Original,308,2,CBER,,,,,
,"Greer Laboratories, Inc.",101844,,"Pollens - Weeds and Garden Plants, Ragweed, Short Ambrosia artemisiifolia",351(a),1:20W/V,Injection,Subcutaneous,Multi-Dose Vial,Rx,Licensed,14-Jun-30, ,N/A,0,Original,308,3,CBER,,,,,
,"Greer Laboratories, Inc.",101845,,"Pollens - Weeds and Garden Plants, Ragweed, Short Ambrosia elatior",351(a),"10,000BAU/ML",Injection,Percutaneous,Dropper Vial,Rx,Licensed,15-Sep-58, ,N/A,0,Original,308,1,CBER,,,,,
,"Greer Laboratories, Inc.",101845,,"Pollens - Weeds and Garden Plants, Ragweed, Short Ambrosia elatior",351(a),"10,000BAU/ML",Injection,Intradermal,Multi-Dose Vial,Rx,Licensed,15-Sep-58, ,N/A,0,Original,308,2,CBER,,,,,
,"Greer Laboratories, Inc.",101845,,"Pollens - Weeds and Garden Plants, Ragweed, Short Ambrosia elatior",351(a),"10,000BAU/ML",Injection,Subcutaneous,Multi-Dose Vial,Rx,Licensed,15-Sep-58, ,N/A,0,Original,308,3,CBER,,,,,
,"Greer Laboratories, Inc.",101845,,"Pollens - Weeds and Garden Plants, Ragweed, Short Ambrosia elatior",351(a),"100,000BAU/ML",Injection,Percutaneous,Dropper Vial,Rx,Licensed,15-Sep-58, ,N/A,0,Original,308,4,CBER,,,,,
,"Greer Laboratories, Inc.",101845,,"Pollens - Weeds and Garden Plants, Ragweed, Short Ambrosia elatior",351(a),"100,000BAU/ML",Injection,Intradermal,Multi-Dose Vial,Rx,Licensed,15-Sep-58, ,N/A,0,Original,308,5,CBER,,,,,
,"Greer Laboratories, Inc.",101845,,"Pollens - Weeds and Garden Plants, Ragweed, Short Ambrosia elatior",351(a),"100,000BAU/ML",Injection,Subcutaneous,Multi-Dose Vial,Rx,Licensed,15-Sep-58, ,N/A,0,Original,308,6,CBER,,,,,
,Central Laboratory of the Netherlands Red Cross Blood Transfusion Service,101993,,Albumin (Human),351(a),0.25,Injection,Intravenous,Multi-Dose Vial,Rx,Licensed,7-Sep-79, ,N/A,0,Original,379,1,CBER,,,,,
,"Smith & Nephew, Inc.",101995,Santyl,collagenase,351(a),250UNITS/GRAM,Ointment,Topical,Tube,Rx,Licensed,4-Jun-65,N/A,N/A,,Original,2004,1,CDER,,,,,
,"Allermed Laboratories, Inc.",102212,,"Insects (Whole Body), Mite Dermatophagoides farinae",351(a),"5,000AU/ML",Injection,Intradermal,Dropper Vial,Rx,Licensed,12-Mar-74, ,N/A,0,Original,467,1,CBER,,,,,
,"Allermed Laboratories, Inc.",102212,,"Insects (Whole Body), Mite Dermatophagoides farinae",351(a),"5,000AU/ML",Injection,Intradermal,Multi-Dose Vial,Rx,Licensed,12-Mar-74, ,N/A,0,Original,467,2,CBER,,,,,
,"Allermed Laboratories, Inc.",102212,,"Insects (Whole Body), Mite Dermatophagoides farinae",351(a),"5,000AU/ML",Injection,Subcutaneous,Dropper Vial,Rx,Licensed,12-Mar-74, ,N/A,0,Original,467,3,CBER,,,,,
,"Allermed Laboratories, Inc.",102212,,"Insects (Whole Body), Mite Dermatophagoides farinae",351(a),"5,000AU/ML",Injection,Subcutaneous,Multi-Dose Vial,Rx,Licensed,12-Mar-74, ,N/A,0,Original,467,4,CBER,,,,,
,"Allermed Laboratories, Inc.",102212,,"Insects (Whole Body), Mite Dermatophagoides farinae",351(a),"10,000AU/ML",Injection,Intradermal,Dropper Vial,Rx,Licensed,12-Mar-74, ,N/A,0,Original,467,5,CBER,,,,,
,"Allermed Laboratories, Inc.",102212,,"Insects (Whole Body), Mite Dermatophagoides farinae",351(a),"10,000AU/ML",Injection,Intradermal,Multi-Dose Vial,Rx,Licensed,12-Mar-74, ,N/A,0,Original,467,6,CBER,,,,,
,"Allermed Laboratories, Inc.",102212,,"Insects (Whole Body), Mite Dermatophagoides farinae",351(a),"10,000AU/ML",Injection,Subcutaneous,Dropper Vial,Rx,Licensed,12-Mar-74, ,N/A,0,Original,467,7,CBER,,,,,
,"Allermed Laboratories, Inc.",102212,,"Insects (Whole Body), Mite Dermatophagoides farinae",351(a),"10,000AU/ML",Injection,Subcutaneous,Multi-Dose Vial,Rx,Licensed,12-Mar-74, ,N/A,0,Original,467,8,CBER,,,,,
,"Allermed Laboratories, Inc.",102213,,"Insects (Whole Body), Mite Dermatophagoides pteronyssinus",351(a),"5,000AU/ML ",Injection,Intradermal,Dropper Vial,Rx,Licensed,12-Mar-74, ,N/A,0,Original,467,1,CBER,,,,,
,"Allermed Laboratories, Inc.",102213,,"Insects (Whole Body), Mite Dermatophagoides pteronyssinus",351(a),"5,000AU/ML ",Injection,Intradermal,Multi-Dose Vial,Rx,Licensed,12-Mar-74, ,N/A,0,Original,467,2,CBER,,,,,
,"Allermed Laboratories, Inc.",102213,,"Insects (Whole Body), Mite Dermatophagoides pteronyssinus",351(a),"5,000AU/ML ",Injection,Subcutaneous,Dropper Vial,Rx,Licensed,12-Mar-74, ,N/A,0,Original,467,3,CBER,,,,,
,"Allermed Laboratories, Inc.",102213,,"Insects (Whole Body), Mite Dermatophagoides pteronyssinus",351(a),"5,000AU/ML ",Injection,Subcutaneous,Multi-Dose Vial,Rx,Licensed,12-Mar-74, ,N/A,0,Original,467,4,CBER,,,,,
,"Allermed Laboratories, Inc.",102213,,"Insects (Whole Body), Mite Dermatophagoides pteronyssinus",351(a),"10,000AU/ML",Injection,Intradermal,Dropper Vial,Rx,Licensed,12-Mar-74, ,N/A,0,Original,467,5,CBER,,,,,
,"Allermed Laboratories, Inc.",102213,,"Insects (Whole Body), Mite Dermatophagoides pteronyssinus",351(a),"10,000AU/ML",Injection,Intradermal,Multi-Dose Vial,Rx,Licensed,12-Mar-74, ,N/A,0,Original,467,6,CBER,,,,,
,"Allermed Laboratories, Inc.",102213,,"Insects (Whole Body), Mite Dermatophagoides pteronyssinus",351(a),"10,000AU/ML",Injection,Subcutaneous,Dropper Vial,Rx,Licensed,12-Mar-74, ,N/A,0,Original,467,7,CBER,,,,,
,"Allermed Laboratories, Inc.",102213,,"Insects (Whole Body), Mite Dermatophagoides pteronyssinus",351(a),"10,000AU/ML",Injection,Subcutaneous,Multi-Dose Vial,Rx,Licensed,12-Mar-74, ,N/A,0,Original,467,8,CBER,,,,,
,"Allermed Laboratories, Inc.",102214,,"Pollens - Grasses, Bermuda Grass Cynodon dactylon",351(a),"10,000BAU/ML",Injection,Intradermal,Dropper Vial,Rx,Licensed,14-Jun-30, ,N/A,0,Original,467,1,CBER,,,,,
,"Allermed Laboratories, Inc.",102214,,"Pollens - Grasses, Bermuda Grass Cynodon dactylon",351(a),"10,000BAU/ML",Injection,Intradermal,Multi-Dose Vial,Rx,Licensed,14-Jun-30, ,N/A,0,Original,467,2,CBER,,,,,
,"Allermed Laboratories, Inc.",102214,,"Pollens - Grasses, Bermuda Grass Cynodon dactylon",351(a),"10,000BAU/ML",Injection,Subcutaneous,Dropper Vial,Rx,Licensed,14-Jun-30, ,N/A,0,Original,467,3,CBER,,,,,
,"Allermed Laboratories, Inc.",102214,,"Pollens - Grasses, Bermuda Grass Cynodon dactylon",351(a),"10,000BAU/ML",Injection,Subcutaneous,Multi-Dose Vial,Rx,Licensed,14-Jun-30, ,N/A,0,Original,467,4,CBER,,,,,
,"Allermed Laboratories, Inc.",102215,,"Pollens - Grasses, Bluegrass, Kentucky (June) Poa pratensis",351(a),"10,000BAU/ML",Injection,Intradermal,Dropper Vial,Rx,Licensed,14-Jun-30, ,N/A,0,Original,467,1,CBER,,,,,
,"Allermed Laboratories, Inc.",102215,,"Pollens - Grasses, Bluegrass, Kentucky (June) Poa pratensis",351(a),"10,000BAU/ML",Injection,Intradermal,Multi-Dose Vial,Rx,Licensed,14-Jun-30, ,N/A,0,Original,467,2,CBER,,,,,
,"Allermed Laboratories, Inc.",102215,,"Pollens - Grasses, Bluegrass, Kentucky (June) Poa pratensis",351(a),"10,000BAU/ML",Injection,Subcutaneous,Dropper Vial,Rx,Licensed,14-Jun-30, ,N/A,0,Original,467,3,CBER,,,,,
,"Allermed Laboratories, Inc.",102215,,"Pollens - Grasses, Bluegrass, Kentucky (June) Poa pratensis",351(a),"10,000BAU/ML",Injection,Subcutaneous,Multi-Dose Vial,Rx,Licensed,14-Jun-30, ,N/A,0,Original,467,4,CBER,,,,,
,"Allermed Laboratories, Inc.",102215,,"Pollens - Grasses, Bluegrass, Kentucky (June) Poa pratensis",351(a),"100,000BAU/ML",Injection,Intradermal,Dropper Vial,Rx,Licensed,14-Jun-30, ,N/A,0,Original,467,5,CBER,,,,,
,"Allermed Laboratories, Inc.",102215,,"Pollens - Grasses, Bluegrass, Kentucky (June) Poa pratensis",351(a),"100,000BAU/ML",Injection,Intradermal,Multi-Dose Vial,Rx,Licensed,14-Jun-30, ,N/A,0,Original,467,6,CBER,,,,,
,"Allermed Laboratories, Inc.",102215,,"Pollens - Grasses, Bluegrass, Kentucky (June) Poa pratensis",351(a),"100,000BAU/ML",Injection,Subcutaneous,Dropper Vial,Rx,Licensed,14-Jun-30, ,N/A,0,Original,467,7,CBER,,,,,
,"Allermed Laboratories, Inc.",102215,,"Pollens - Grasses, Bluegrass, Kentucky (June) Poa pratensis",351(a),"100,000BAU/ML",Injection,Subcutaneous,Multi-Dose Vial,Rx,Licensed,14-Jun-30, ,N/A,0,Original,467,8,CBER,,,,,
,"Allermed Laboratories, Inc.",102216,,"Pollens - Grasses, Fescue, Meadow Festuca elatior",351(a),"10,000BAU/ML",Injection,Intradermal,Dropper Vial,Rx,Licensed,12-Mar-74, ,N/A,0,Original,467,1,CBER,,,,,
,"Allermed Laboratories, Inc.",102216,,"Pollens - Grasses, Fescue, Meadow Festuca elatior",351(a),"10,000BAU/ML",Injection,Intradermal,Multi-Dose Vial,Rx,Licensed,12-Mar-74, ,N/A,0,Original,467,2,CBER,,,,,
,"Allermed Laboratories, Inc.",102216,,"Pollens - Grasses, Fescue, Meadow Festuca elatior",351(a),"10,000BAU/ML",Injection,Subcutaneous,Dropper Vial,Rx,Licensed,12-Mar-74, ,N/A,0,Original,467,3,CBER,,,,,
,"Allermed Laboratories, Inc.",102216,,"Pollens - Grasses, Fescue, Meadow Festuca elatior",351(a),"10,000BAU/ML",Injection,Subcutaneous,Multi-Dose Vial,Rx,Licensed,12-Mar-74, ,N/A,0,Original,467,4,CBER,,,,,
,"Allermed Laboratories, Inc.",102216,,"Pollens - Grasses, Fescue, Meadow Festuca elatior",351(a),"100,000BAU/ML",Injection,Intradermal,Dropper Vial,Rx,Licensed,12-Mar-74, ,N/A,0,Original,467,5,CBER,,,,,
